"cowcode","month","year","eventid","country","INI_IGRP1","TAR_IGRP1","VIC_IGRP1","INI_SGRP1","TAR_SGRP1","VIC_SGRP1","INI_PGRP1","TAR_PGRP1","VIC_PGRP1","KNOW_INI","AMBIG_INI","INI_TYPE","NGOV_I1","GOV_I1","TAR_TYPE","HUMAN_T1","GOV_T1","G_LVL_I","G_LVL_T","G_LVL_V","HUMAN_V1","GOV_V1","VIC_TYPE","DATE_TYP","day","JUL_PSD","JUL_PED","JUL_EED","JUL_LED","JUL_START_DATE","JUL_END_DATE","DAY_SPAN","N_INJURD","TAR_GPOL","GP_TYPE","aid","PUB_MON","PUB_DATE","PUB_YEAR","recap","NEWS_SOURCE","CODE_YEAR","CODE_MONTH","CODE_DAY","event","posthoc","EV_TYPE","linked","LINK_TYPE","FROM_EID","TO_EID","pinpoint","GP3","GP4","GP7","GP8","LOC_TYPE","PE_TYPE","SYM_TYPE","AD_VIOL","AD_TACT","EXP_TYPE","ATK_TYPE","DSA_TYPE","STAT_ACT","N_OF_INI_P","N_OF_INI_A","WEAP_GRD","N_KILLED_P","N_KILLED_A","E_LENGTH","N_INJURD_D","DAM_PROP","arrests","PER_ATK_I","PER_ATK_E","PUB_ORDER","retribution","POL_EXPRESS","INTANG_REP","MASS_EXPRESS","POL_VIOL","STAT_VIOL","ST_REPRESS","AMBIG_WGT","SC_ANIMOSITY","ANTI_GOV_SENTMNTS","CLASS_CONFLICT","POL_DESIRES","RETAIN_POWER","ECO_SCARCITY","PERS_SECURITY","QUASI_EVENT","coup","COUP_FAILED","region","ctry_bias","victim_effect","weapon","property_damaged","property_owner","state","city"
2,1,1964,"EID307354","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,14,6953,6953,NA,NA,6953,6953,1,0,0,NA,21093864,1,15,1964,0,"NYT",2012,2,29,1,0,1,1,1,"EID307354","EID307357",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,1,NA,0,17,1,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,1,1964,"EID307355","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,14,6953,6953,NA,NA,6953,6953,1,0,0,NA,21093864,1,15,1964,0,"NYT",2012,2,29,1,0,1,1,0,"EID307355","EID307354",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,9,3,0,17,2,NA,NA,NA,NA,7,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,1,1964,"EID307356","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,14,6953,6953,NA,NA,6953,6953,1,0,0,NA,21093864,1,15,1964,0,"NYT",2012,2,29,1,0,1,1,0,"EID307356","EID307354",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,9,5,0,17,2,NA,NA,NA,NA,7,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,1,1964,"EID307357","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,5,NA,NA,NA,NA,5,NA,NA,1,14,6953,6953,NA,NA,6953,6953,1,0,0,NA,21093864,1,15,1964,0,"NYT",2012,2,29,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,1,NA,0,17,1,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,2,1964,"EID126587","United States",".",".",".","African American",".",".",".",".",".",1,0,1,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6973,6973,NA,NA,6973,6973,1,0,0,NA,21034073,2,27,1964,0,"NYT",2010,3,31,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,9,3,0,17,2,NA,NA,NA,464000,464000,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,2,1964,"EID144299","United States",".",".",".","Black",".",".",".",".",".",0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,20,6990,6990,NA,NA,6990,6990,1,0,0,NA,21035843,2,21,1964,0,"NYT",2010,5,15,1,0,1,0,NA,"","",3,"UNITED STATES","STAMFORD",41.05339813,-73.53869629,2,7,NA,0,17,4,NA,NA,NA,NA,1250,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.100000024,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Connecticut","Stamford"
2,2,1964,"EID209672","United States",".",".",".",".",".",".","Congress of Racial Equality",".",".",1,0,1,2,NA,1,37,20,NA,NA,NA,37,20,NA,1,1,6971,6971,NA,NA,6971,6971,1,0,0,NA,21041398,2,1,1964,0,"NYT",2010,11,18,1,1,1,0,NA,"","",3,"UNITED STATES","LOS ANGELES",34.05220032,-118.2440033,2,9,1,0,17,2,NA,NA,NA,17,17,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"California","Los Angeles"
2,2,1964,"EID214663","United States",".",".",".",".",".",".",".",".",".",1,0,1,39,NA,1,37,10,NA,1,1,37,10,NA,1,18,6988,6988,NA,NA,6988,6988,1,0,0,NA,21036312,2,19,1964,0,"NYT",2010,12,4,1,0,1,1,1,"EID214663","EID214678",3,"UNITED STATES","CHICAGO",41.84999847,-87.65010071,21,9,1,0,17,2,NA,NA,NA,105,105,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,5,1,2,1,NA,NA,"Illinois","Chicago"
2,2,1964,"EID214673","United States",".",".",".",".",".",".",".",".",".",1,0,1,39,NA,1,37,10,NA,1,1,37,10,NA,1,18,6988,6988,NA,NA,6988,6988,1,0,0,NA,21036312,2,19,1964,0,"NYT",2010,12,4,1,0,1,1,0,"EID214673","EID214663",3,"UNITED STATES","CHICAGO",41.84999847,-87.65010071,21,1,NA,0,17,1,NA,NA,NA,105,105,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,5,1,2,1,NA,NA,"Illinois","Chicago"
2,2,1964,"EID214675","United States",".",".",".",".",".",".",".",".",".",1,0,1,39,NA,1,37,10,NA,1,1,37,10,NA,1,18,6988,6988,NA,NA,6988,6988,1,0,0,NA,21036312,2,19,1964,0,"NYT",2010,12,4,1,0,1,1,1,"EID214675","EID214678",3,"UNITED STATES","CHICAGO",41.84999847,-87.65010071,21,1,NA,0,17,1,NA,NA,NA,150,150,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,5,1,2,1,NA,NA,"Illinois","Chicago"
2,2,1964,"EID214677","United States",".",".",".",".",".",".",".",".",".",1,0,1,39,NA,1,37,10,NA,1,1,37,10,NA,1,18,6988,6988,NA,NA,6988,6988,1,0,0,NA,21036312,2,19,1964,0,"NYT",2010,12,4,1,0,1,1,1,"EID214677","EID214678",3,"UNITED STATES","CHICAGO",41.84999847,-87.65010071,21,9,1,0,17,2,NA,NA,NA,150,150,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,0,0,5,1,2,1,NA,NA,"Illinois","Chicago"
2,2,1964,"EID225600","United States",".",".",".","African","African",".",".",".",".",1,0,1,21,NA,1,1,NA,NA,NA,NA,1,NA,NA,3,7,NA,NA,6940,7011,6940,7011,72,0,0,NA,2231857,3,14,1964,0,"NYT",2011,1,10,1,0,1,0,NA,"","",3,"UNITED STATES","UNITED STATES",38,-97,2,1,NA,1,1,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,3.099999905,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,13,1,NA,NA,"Kansas","Potwin"
2,2,1964,"EID289578","United States",".",".",".",".",".",".",".",".",".",1,0,1,24,NA,1,37,2,NA,1,1,37,2,NA,1,26,6996,6996,NA,NA,6996,6996,1,0,0,NA,21034075,2,27,1964,0,"NYT",2011,11,5,1,1,1,1,1,"EID289578","EID289588",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,7,NA,0,17,4,NA,NA,NA,275,275,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Princess Anne"
2,2,1964,"EID289590","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,1,37,2,NA,1,1,37,2,NA,1,26,6996,6996,NA,NA,6996,6996,1,0,0,NA,21034075,2,27,1964,0,"NYT",2011,11,5,1,0,1,1,0,"EID289590","EID289578",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,9,12,0,17,2,NA,NA,NA,NA,7,2,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,5,1,8,13,NA,NA,"Maryland","Princess Anne"
2,2,1964,"EID289593","United States",".",".",".",".",".",".",".",".",".",1,0,1,24,NA,1,37,2,NA,1,1,37,2,NA,1,26,6996,6996,NA,NA,6996,6996,1,0,0,NA,21034075,2,27,1964,0,"NYT",2011,11,5,1,1,1,1,0,"EID289593","EID289578",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,1,NA,0,17,1,NA,NA,NA,275,275,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Princess Anne"
2,2,1964,"EID289594","United States",".",".",".",".",".",".",".",".",".",1,0,1,24,NA,1,37,2,NA,1,1,37,2,NA,1,26,6996,6996,NA,NA,6996,6996,1,0,0,NA,21034075,2,27,1964,0,"NYT",2011,11,5,1,1,1,1,1,"EID289594","EID289588",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,9,1,0,17,2,NA,NA,NA,275,275,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Princess Anne"
2,2,1964,"EID289597","United States",".",".",".",".",".",".",".",".",".",1,0,1,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,22,NA,NA,6990,6994,6990,6994,5,0,0,NA,21034075,2,27,1964,1,"NYT",2011,11,5,0,0,1,0,NA,"","",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,7,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,2,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,5,1,NA,1,NA,6,"Maryland","Princess Anne"
2,2,1964,"EID296110","United States",".",".",".",".",".",".",".",".",".",1,0,1,25,NA,1,37,20,NA,1,1,37,20,NA,1,3,6973,6973,NA,NA,6973,6973,1,0,0,NA,2231697,3,14,1964,0,"NYT",2011,12,22,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,9,3,0,17,2,NA,NA,NA,464000,464000,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,2,1964,"EID303735","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3,26,NA,NA,6993,6999,6993,6999,7,0,0,NA,2210237,3,3,1964,0,"NYT",2012,2,7,1,0,1,0,NA,"","",3,"UNITED STATES","PRINCESS ANNE",38.20289993,-75.69239807,2,7,NA,0,17,4,NA,NA,NA,NA,450,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Maryland","Princess Anne"
2,2,1964,"EID57977","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,1,36,NA,NA,NA,NA,36,NA,NA,4,15,NA,NA,6971,6998,6971,6998,28,0,0,NA,21049439,12,19,1964,0,"NYT",2009,9,1,1,0,1,1,1,"EID57977","EID57978",3,"UNITED STATES","FLORIDA",27.83329964,-81.71700287,21,8,NA,0,17,4,NA,NA,NA,NA,3000,1,0,0,3,0,1,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,43,NA,"Florida","Bartow"
2,3,1964,"EID106404","United States",".",".",".","African American",".",".",".",".",".",1,0,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,16,NA,NA,6999,7029,6999,7029,31,0,0,NA,21073205,9,15,1964,1,"NYT",2010,2,6,0,0,1,0,NA,"","",3,"undefined","undefined",NA,NA,27,9,3,0,17,2,NA,NA,NA,NA,7,1,0,0,4,0,0,0,0,0,0,0,3.599999905,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,1,0,0,5,1,NA,1,NA,NA,NA,NA
2,3,1964,"EID296109","United States",".",".",".",".",".",".",".",".",".",1,0,1,25,NA,1,37,20,NA,1,1,37,20,NA,1,12,7010,7010,NA,NA,7010,7010,1,0,0,NA,2231697,3,14,1964,0,"NYT",2011,12,22,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,18,1,NA,0,7,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,3,1964,"EID296111","United States",".",".",".",".",".",".",".",".",".",1,0,1,18,NA,1,37,20,NA,1,1,37,20,NA,1,12,7010,7010,NA,NA,7010,7010,1,0,0,NA,2231697,3,14,1964,0,"NYT",2011,12,22,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,21,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"New York","New York"
2,3,1964,"EID297687","United States",".",".",".","African Descent",".",".","Committee to End Discrimination",".",".",1,0,1,5,NA,1,37,20,NA,1,1,37,20,NA,3,16,NA,NA,6999,7029,6999,7029,31,0,0,NA,21016622,5,2,1964,0,"NYT",2011,12,31,1,0,1,1,1,"EID297687","EID297692",3,"UNITED STATES","SAN FRANCISCO",37.77489853,-122.4189987,11,7,NA,0,17,4,NA,NA,NA,2500,2500,1,0,0,1,0,0,1,0,0,0,0,NA,NA,1.200000048,NA,NA,NA,0,1,1,0,1,1,0,0,0,0,0,5,1,4,1,NA,NA,"California","San Francisco"
2,3,1964,"EID303736","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,36,NA,NA,NA,NA,36,NA,NA,1,2,7000,7000,NA,NA,7000,7000,1,0,0,NA,2210237,3,3,1964,0,"NYT",2012,2,7,1,0,1,1,1,"EID303736","EID303737",3,"UNITED STATES","ANNAPOLIS",38.97840118,-76.49220276,10,9,1,0,17,2,NA,NA,NA,40,40,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Annapolis"
2,3,1964,"EID303738","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,37,20,NA,2,2,37,20,NA,1,2,7000,7000,NA,NA,7000,7000,1,0,0,NA,2210237,3,3,1964,0,"NYT",2012,2,7,1,0,1,1,0,"EID303738","EID303739",3,"UNITED STATES","ANNAPOLIS",38.97840118,-76.49220276,2,7,NA,0,17,4,NA,NA,NA,400,400,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Annapolis"
2,3,1964,"EID303739","United States",".",".",".","White",".",".",".",".",".",1,0,1,1,NA,1,37,20,NA,2,2,37,20,NA,1,2,7000,7000,NA,NA,7000,7000,1,0,0,NA,2210237,3,3,1964,0,"NYT",2012,2,7,1,0,1,0,NA,"","",3,"UNITED STATES","ANNAPOLIS",38.97840118,-76.49220276,21,1,NA,0,17,1,NA,NA,NA,1500,1500,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,1,1,NA,NA,"Maryland","Annapolis"
2,3,1964,"EID322241","United States",".",".",".","Protestant",".",".",".",".",".",1,0,1,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,25,NA,NA,7020,7026,7020,7026,7,0,0,NA,21024402,4,2,1964,0,"NYT",2012,5,29,1,1,1,0,NA,"","",3,"UNITED STATES","LITTLE ROCK",34.74649811,-92.28959656,2,1,NA,0,17,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Arkansas","Little Rock"
2,3,1964,"EID322242","United States",".",".",".",".",".",".","Arkansas Council on Human Relations",".",".",1,0,1,2,NA,2,16,NA,NA,NA,NA,16,NA,NA,1,30,7028,7028,NA,NA,7028,7028,1,0,0,NA,21024402,4,2,1964,0,"NYT",2012,5,29,1,0,1,1,0,"EID322242","EID322243",3,"UNITED STATES","LITTLE ROCK",34.74649811,-92.28959656,2,1,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,10,"Arkansas","Little Rock"
2,3,1964,"EID322243","United States",".",".",".","African Descent",".",".",".",".",".",1,0,1,1,NA,2,16,NA,NA,NA,NA,16,NA,NA,1,30,7028,7028,NA,NA,7028,7028,1,0,0,NA,21024402,4,2,1964,0,"NYT",2012,5,29,1,0,1,0,NA,"","",3,"UNITED STATES","LITTLE ROCK",34.74649811,-92.28959656,2,7,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,10,"Arkansas","Little Rock"
2,3,1964,"EID344311","United States",".",".",".",".",".",".",".",".",".",1,0,1,36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,29,7027,7027,NA,NA,7027,7027,1,0,0,NA,2262779,3,30,1964,0,"NYT",2012,10,10,1,0,1,0,NA,"","",3,"UNITED STATES","UNITED STATES",38,-97,27,4,NA,0,17,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Kansas","Potwin"
2,3,1964,"EID49083","United States",".",".",".","Black",".",".",".",".",".",1,0,1,6,NA,1,37,20,NA,1,1,37,20,NA,1,10,7008,7008,7008,7008,7008,7008,1,0,0,NA,21031030,3,11,1964,0,"NYT",2009,5,31,1,0,1,1,1,"EID49083","EID49084",NA,"UNITED STATES","JACKSON",32.29880142,-90.18479919,21,8,NA,0,17,4,NA,NA,NA,50,50,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"Mississippi","Jackson"
2,3,1964,"EID56245","United States",".",".",".","Black",".",".",".",".",".",1,0,1,1,NA,1,36,NA,NA,NA,NA,36,NA,NA,2,20,7017,7018,NA,NA,7017,7018,2,0,0,NA,21027856,3,21,1964,0,"NYT",2009,8,12,1,0,1,0,NA,"","",3,"UNITED STATES","BIRMINGHAM",33.52069855,-86.80249786,10,8,NA,0,17,4,NA,NA,NA,18,18,1,0,0,2,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,5,1,13,1,NA,NA,"Alabama","Birmingham"
2,4,1964,"EID137465","United States",".",".",".","Black",".",".",".",".",".",1,0,1,1,NA,1,37,20,NA,3,3,37,20,NA,1,4,7033,7033,NA,NA,7033,7033,1,0,0,NA,21131433,11,16,1965,0,"NYT",2010,4,23,1,0,1,1,1,"EID137465","EID137466",3,"UNITED STATES","BIRMINGHAM",33.52069855,-86.80249786,10,7,NA,0,17,4,NA,NA,NA,15,15,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Alabama","Birmingham"
2,4,1964,"EID191018","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,2,36,NA,NA,NA,NA,36,NA,NA,4,16,NA,NA,6998,7094,6998,7094,97,0,0,NA,24526841,6,5,1964,0,"WSJ",2010,9,19,1,0,1,1,1,"EID191018","EID191016",3,"UNITED STATES","HILLSDALE",41.91999817,-84.63050079,14,8,NA,0,17,4,NA,NA,NA,NA,NA,1,0,0,4,0,0,0,0,0,0,0,NA,NA,1.299999952,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,6,"Michigan","Hillsdale"
2,4,1964,"EID203974","United States",".",".",".","Puerto Rican",".",".",".",".",".",1,0,1,1,NA,2,37,2,NA,1,1,37,2,NA,3,9,NA,NA,6940,7137,6940,7137,198,0,0,NA,2491542,7,24,1967,0,"NYT",2010,11,2,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,21,7,NA,0,17,4,NA,NA,NA,60,60,1,0,0,1,0,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,1,1,NA,10,"New York","New York"
2,4,1964,"EID209605","United States",".",".",".",".",".",".",".",".",".",1,0,1,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,27,7056,7056,NA,NA,7056,7056,1,0,0,NA,21016927,5,1,1964,0,"NYT",2010,11,18,1,0,1,0,NA,"","",3,"UNITED STATES","WASHINGTON",38.89509964,-77.03639984,2,9,2,0,17,2,NA,NA,NA,15,15,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"District of Columbia","Washington"
2,4,1964,"EID213157","United States",".",".",".",".",".",".",".",".",".",0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,24,7053,7053,NA,NA,7053,7053,1,0,0,NA,21009143,5,30,1964,0,"NYT",2010,11,30,1,0,1,1,1,"EID213157","EID213165",1,"UNITED STATES","MISSISSIPPI",32.76729965,-89.68119812,27,9,7,0,17,2,NA,NA,NA,1500,1500,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Mississippi","Carthage"
2,4,1964,"EID311012","United States",".",".",".",".",".",".",".",".",".",1,0,1,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,24,7053,7053,NA,NA,7053,7053,1,0,1,5,21018310,4,25,1964,0,"NYT",2012,3,28,1,0,1,1,1,"EID311012","EID311009",3,"UNITED STATES","CHESTER",39.84960175,-75.35569763,4,7,NA,0,17,4,NA,NA,NA,100,100,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"Pennsylvania","Chester"
2,4,1964,"EID314803","United States",".",".",".",".",".",".",".",".",".",1,0,1,15,NA,1,37,20,NA,1,1,37,20,NA,1,15,7044,7044,NA,NA,7044,7044,1,0,0,NA,20999953,4,16,1964,0,"NYT",2012,4,17,1,0,1,0,NA,"","",3,"UNITED STATES","UNITED STATES",38,-97,18,9,1,0,17,2,NA,NA,NA,25,25,1,0,0,1,0,0,0,0,0,0,0,2.799999952,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,5,1,13,1,NA,NA,"Kansas","Potwin"
2,4,1964,"EID320522","United States",".",".",".",".",".",".","Congress of Racial Equality",".",".",1,0,1,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,17,7046,7046,NA,NA,7046,7046,1,0,0,NA,21020040,4,19,1964,0,"NYT",2012,5,21,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,7,NA,0,17,4,NA,NA,NA,36,36,1,0,0,1,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,4,1964,"EID320523","United States",".",".",".",".",".",".","Congress of Racial Equality",".",".",1,0,1,24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,17,7046,7046,NA,NA,7046,7046,1,0,0,NA,21020040,4,19,1964,0,"NYT",2012,5,21,1,0,1,1,0,"EID320523","EID320522",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,5,NA,0,17,1,NA,NA,NA,36,36,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,4,1964,"EID320524","United States",".",".",".",".",".",".","National Association for the Advancement of Colored People",".",".",1,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,18,7047,7047,NA,NA,7047,7047,1,0,0,NA,21020040,4,19,1964,0,"NYT",2012,5,21,1,0,1,0,NA,"","",3,"UNITED STATES","NEW YORK",40.71429825,-74.0059967,2,1,NA,0,17,1,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,5,1,NA,1,NA,NA,"New York","New York"
2,4,1964,"EID320863","United States",".",".",".",".",".",".",".",".",".",1,0,1,6,NA,1,36,NA,NA,NA,NA,36,NA,NA,2,7,7031,7040,NA,NA,7031,7040,10,0,0,NA,24543132,4,13,1964,0,"WSJ",2012,5,23,1,0,1,0,NA,"","",3,"UNITED STATES","ROSEVILLE",38.7521019,-121.288002,12,8,NA,0,17,4,NA,NA,NA,225,225,1,0,0,3,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,NA,NA,"California","Roseville"
2,4,1964,"EID322236","United States",".",".",".","African Descent",".",".",".",".",".",1,0,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7030,7030,NA,NA,7030,7030,1,0,0,NA,21024402,4,2,1964,0,"NYT",2012,5,29,1,0,1,0,NA,"","",3,"UNITED STATES","LITTLE ROCK",34.74649811,-92.28959656,2,5,NA,0,2,1,NA,NA,NA,NA,175,1,0,0,1,0,0,0,0,0,0,0,1.899999976,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0,5,1,NA,1,NA,10,"Arkansas","Little Rock"
